Name,transaction_id,email,account_no,product_type,quantity,unit_price,shipping_cost
retail,67,user361@rockets.com,T733222PP319,Hat,3,22,1.98
retail,68,user171@rockets.com,R888470IO808,Hat,3,21,1.89
retail,69,user456@rockets.com,X963975IV112,Misc,3,7,1
retail,70,user328@rockets.com,E351175KD120,T-shirt,3,26,2.34
retail,71,user306@rockets.com,R431588GR708,T-shirt,1,48,1.44
retail,72,user59@rockets.com,I796390AA726,Jersey,3,114,10.26
retail,73,user118@rockets.com,L700135TC322,Misc,7,5,1.05
retail,74,user330@rockets.com,F823136OE569,Jersey,2,117,7.02
retail,75,user121@rockets.com,K716036TK265,T-shirt,4,42,5.04
retail,76,user491@rockets.com,S554712VJ502,Jersey,1,86,2.58
retail,77,user165@rockets.com,V290543ZR638,Hat,4,15,1.8
retail,78,user245@rockets.com,Q145873BC602,Jersey,2,115,6.9
retail,79,user15@rockets.com,S799451IH143,Jersey,4,85,10.2
retail,80,user253@rockets.com,V794235DU825,T-shirt,1,35,1.05
retail,81,user278@rockets.com,Q556063NC524,T-shirt,3,24,2.16
retail,82,user243@rockets.com,S573449IA286,Misc,5,8,1.2
retail,83,user373@rockets.com,C995647DY144,Misc,6,7,1.26
retail,84,user65@rockets.com,E953377UN423,Hat,6,24,4.32
retail,85,user476@rockets.com,Y230763QU555,Misc,6,10,1.8
retail,86,user438@rockets.com,D278782HV922,Misc,8,6,1.44
retail,87,user106@rockets.com,P551895HR190,Misc,7,10,2.1
retail,88,user199@rockets.com,O612098XY410,Hat,5,24,3.6
retail,89,user170@rockets.com,A932416LR353,Hat,5,18,2.7
retail,90,user66@rockets.com,L692875CJ185,Jersey,1,120,3.6
retail,91,user34@rockets.com,N293356XZ854,Misc,2,8,1
retail,92,user47@rockets.com,M876252TE216,Jersey,1,116,3.48
retail,93,user452@rockets.com,Y829995TR371,Jersey,3,99,8.91
retail,94,user427@rockets.com,N289687TO369,T-shirt,2,29,1.74
retail,95,user69@rockets.com,F619526TF989,Misc,6,4,1
retail,96,user158@rockets.com,T782150MX429,T-shirt,2,37,2.22
retail,97,user403@rockets.com,W288630QO124,T-shirt,2,42,2.52
retail,98,user210@rockets.com,J838999JQ278,Jersey,2,109,6.54
retail,99,user19@rockets.com,F222853RV379,Misc,7,9,1.89
retail,100,user270@rockets.com,Z328843GI467,Jersey,2,81,4.86
retail,101,user55@rockets.com,N691425YO360,Jersey,2,110,6.6
retail,102,user458@rockets.com,S682241JU771,T-shirt,1,28,1
retail,103,user304@rockets.com,W459147LF807,Misc,2,4,1
retail,104,user491@rockets.com,S554712VJ502,Jersey,4,90,10.8
retail,105,user335@rockets.com,R726227YX896,Jersey,1,117,3.51
retail,106,user281@rockets.com,J846018TC753,Hat,3,21,1.89
retail,107,user154@rockets.com,G240849FW333,Misc,1,7,1
retail,108,user461@rockets.com,I606555WZ863,Misc,7,8,1.68
retail,109,user43@rockets.com,I994550HZ163,Misc,1,5,1
retail,110,user317@rockets.com,T500021XK983,Hat,2,19,1.14
retail,111,user330@rockets.com,F823136OE569,Hat,2,18,1.08
retail,112,user426@rockets.com,X633145JA345,Hat,1,24,1
retail,113,user120@rockets.com,G526312OT524,Jersey,2,106,6.36
retail,114,user336@rockets.com,P577779IG367,Misc,6,8,1.44
retail,115,user63@rockets.com,J963180TT784,Jersey,1,82,2.46
retail,116,user302@rockets.com,E385299TC984,Jersey,4,95,11.4
retail,117,user425@rockets.com,J345754KO168,Jersey,3,110,9.9
retail,118,user469@rockets.com,D687504EF233,T-shirt,2,50,3
retail,119,user127@rockets.com,E898941MF658,Misc,2,9,1
retail,120,user266@rockets.com,J751332HJ211,Jersey,2,87,5.22
retail,121,user423@rockets.com,F750971VF641,T-shirt,3,45,4.05
retail,122,user408@rockets.com,E456240NX963,Misc,4,9,1.08
retail,123,user326@rockets.com,L452536ZY996,Misc,10,10,3
retail,124,user105@rockets.com,G159811BI438,Misc,10,7,2.1
retail,125,user199@rockets.com,O612098XY410,Jersey,1,84,2.52
retail,126,user28@rockets.com,Z277652RR865,Jersey,2,104,6.24
retail,127,user113@rockets.com,G817159OW719,Misc,6,9,1.62
retail,128,user332@rockets.com,T122019MF776,Misc,8,3,1
retail,129,user264@rockets.com,D778314QQ760,Jersey,1,98,2.94
retail,130,user433@rockets.com,P671333AM421,Misc,3,5,1
retail,131,user135@rockets.com,B352564UF355,Misc,1,4,1
retail,132,user129@rockets.com,W669530JJ593,Jersey,1,101,3.03
retail,133,user110@rockets.com,U391234IN988,Hat,3,15,1.35
retail,134,user22@rockets.com,I120699IG610,Misc,3,10,1
retail,135,user482@rockets.com,F707638VM159,T-shirt,4,26,3.12
retail,136,user323@rockets.com,Z454749IP407,Hat,3,21,1.89
retail,137,user6@rockets.com,V906976DN175,T-shirt,3,35,3.15
retail,138,user317@rockets.com,T500021XK983,Jersey,4,81,9.72
retail,139,user459@rockets.com,P952353FI210,Hat,5,17,2.55
retail,140,user142@rockets.com,G684186GK636,Jersey,3,100,9
retail,141,user284@rockets.com,H416711LC434,T-shirt,4,26,3.12
retail,142,user268@rockets.com,E579793LA138,Hat,2,17,1.02
retail,143,user413@rockets.com,P807501FM511,Jersey,1,92,2.76
retail,144,user66@rockets.com,L692875CJ185,Hat,3,16,1.44
retail,145,user111@rockets.com,C418646AP595,Jersey,1,95,2.85
retail,146,user54@rockets.com,T722392MM844,Hat,1,17,1
retail,147,user157@rockets.com,F267462JJ697,Jersey,1,86,2.58
retail,148,user354@rockets.com,I501199QT712,T-shirt,3,43,3.87
retail,149,user194@rockets.com,N642341NP642,T-shirt,3,22,1.98
retail,150,user377@rockets.com,G764607MS426,Misc,3,9,1
retail,151,user186@rockets.com,W928753LF297,Misc,4,8,1
retail,152,user133@rockets.com,N375330RX925,Hat,3,25,2.25
retail,153,user297@rockets.com,F661926FT711,Hat,3,25,2.25
retail,154,user276@rockets.com,D642290SY534,Misc,5,10,1.5
retail,155,user388@rockets.com,C759506WK679,T-shirt,2,42,2.52
retail,156,user202@rockets.com,K775207VA455,Jersey,3,113,10.17
retail,157,user418@rockets.com,R297594DF678,T-shirt,1,36,1.08
retail,158,user251@rockets.com,Q190463AN143,Hat,1,18,1
retail,159,user268@rockets.com,E579793LA138,Hat,6,15,2.7
retail,160,user232@rockets.com,W350191AV621,Misc,8,5,1.2
retail,161,user204@rockets.com,C963320IG363,T-shirt,3,46,4.14
retail,162,user242@rockets.com,J547884PN399,T-shirt,4,48,5.76
retail,163,user7@rockets.com,P423053EU356,T-shirt,3,29,2.61
retail,164,user399@rockets.com,F845664QN731,Misc,8,10,2.4
retail,165,user111@rockets.com,C418646AP595,Jersey,2,119,7.14
retail,166,user491@rockets.com,S554712VJ502,Hat,5,15,2.25
retail,167,user119@rockets.com,I940311FG473,Jersey,1,115,3.45
retail,168,user310@rockets.com,E877015PJ758,T-shirt,3,21,1.89
retail,169,user317@rockets.com,T500021XK983,T-shirt,4,22,2.64
retail,170,user449@rockets.com,X708420WC634,Misc,4,8,1
retail,171,user378@rockets.com,C761924UX836,T-shirt,4,36,4.32
retail,172,user489@rockets.com,H360751ST363,Jersey,4,86,10.32
retail,173,user87@rockets.com,K188892GD211,Misc,4,6,1
retail,174,user393@rockets.com,W585284WA321,Misc,8,9,2.16
retail,175,user167@rockets.com,Y714845UV700,Jersey,4,117,14.04
retail,176,user363@rockets.com,W875558KY552,Hat,6,19,3.42
retail,177,user210@rockets.com,J838999JQ278,Jersey,3,99,8.91
retail,178,user455@rockets.com,N588206XT261,Jersey,3,92,8.28
retail,179,user244@rockets.com,F246214IK265,Misc,10,5,1.5
retail,180,user73@rockets.com,V462830HK721,Hat,1,20,1
retail,181,user381@rockets.com,V594920CJ135,Misc,7,10,2.1
retail,182,user259@rockets.com,H551197BO196,T-shirt,1,46,1.38
retail,183,user112@rockets.com,P361796ZT793,Jersey,4,110,13.2
retail,184,user102@rockets.com,C593028GT535,Hat,2,15,1
retail,185,user375@rockets.com,Y197729TC489,Misc,6,3,1
retail,186,user178@rockets.com,J463594PX468,Jersey,2,119,7.14
retail,187,user274@rockets.com,F288696BQ421,T-shirt,1,42,1.26
retail,188,user408@rockets.com,E456240NX963,Jersey,4,110,13.2
retail,189,user91@rockets.com,L149205TN848,T-shirt,4,41,4.92
retail,190,user293@rockets.com,C634462AB725,Jersey,2,87,5.22
retail,191,user94@rockets.com,S177308KX234,Hat,4,23,2.76
retail,192,user330@rockets.com,F823136OE569,Misc,7,10,2.1
retail,193,user131@rockets.com,V256015CM183,Misc,9,8,2.16
retail,194,user104@rockets.com,T169550SQ578,Hat,4,15,1.8
retail,195,user230@rockets.com,T153805RT217,Jersey,3,82,7.38
retail,196,user105@rockets.com,G159811BI438,T-shirt,2,31,1.86
retail,197,user43@rockets.com,I994550HZ163,Hat,6,25,4.5
retail,198,user440@rockets.com,G245788VS774,Misc,10,10,3
retail,199,user110@rockets.com,U391234IN988,Hat,4,18,2.16
retail,200,user89@rockets.com,K534516LS269,Misc,9,6,1.62
retail,201,user327@rockets.com,S833405WE653,Hat,6,18,3.24
retail,202,user476@rockets.com,Y230763QU555,Misc,9,7,1.89
retail,203,user168@rockets.com,B427414XK162,Hat,2,18,1.08
retail,204,user371@rockets.com,M691141AH171,Hat,3,17,1.53
retail,205,user421@rockets.com,M559764FP523,Jersey,4,86,10.32
retail,206,user295@rockets.com,R281362SS341,Jersey,1,95,2.85
retail,207,user220@rockets.com,D482953GN598,Misc,4,5,1
retail,208,user182@rockets.com,X898402TO472,Misc,6,5,1
retail,209,user132@rockets.com,O627779VN438,Misc,4,3,1
retail,210,user485@rockets.com,A956632PQ816,Misc,4,9,1.08
retail,211,user353@rockets.com,U786024EV577,Jersey,2,89,5.34
retail,212,user445@rockets.com,R170100QH402,Hat,4,23,2.76
retail,213,user467@rockets.com,E681593NA839,Jersey,1,101,3.03
retail,214,user284@rockets.com,H416711LC434,Hat,4,16,1.92
retail,215,user307@rockets.com,I798948MG209,T-shirt,3,35,3.15
retail,216,user11@rockets.com,T849523MI423,Jersey,4,83,9.96
retail,217,user125@rockets.com,E695884BH517,Hat,4,15,1.8
retail,218,user203@rockets.com,V506353FW894,Misc,10,8,2.4
retail,219,user94@rockets.com,S177308KX234,Hat,1,23,1
retail,220,user49@rockets.com,W612264BU660,T-shirt,2,33,1.98
retail,221,user212@rockets.com,Z428033IN970,Misc,7,6,1.26
retail,222,user302@rockets.com,E385299TC984,Hat,5,25,3.75
retail,223,user283@rockets.com,O853081IT556,Hat,3,20,1.8
retail,224,user488@rockets.com,X237039BN316,Misc,5,9,1.35
retail,225,user287@rockets.com,P477167OK795,Misc,4,5,1
retail,226,user143@rockets.com,A661335LM562,Hat,2,23,1.38
retail,227,user481@rockets.com,T235024HN676,Hat,5,25,3.75
retail,228,user482@rockets.com,F707638VM159,Hat,4,18,2.16
retail,229,user82@rockets.com,Q125708EX783,Jersey,3,88,7.92
retail,230,user422@rockets.com,Y674651PY394,Misc,3,8,1
retail,231,user416@rockets.com,F379431JF406,Jersey,3,84,7.56
retail,232,user313@rockets.com,F714987PF172,T-shirt,2,36,2.16
retail,233,user202@rockets.com,K775207VA455,T-shirt,4,40,4.8
retail,234,user183@rockets.com,I715857SV960,T-shirt,3,43,3.87
retail,235,user85@rockets.com,A817980GD308,Jersey,4,95,11.4
retail,236,user187@rockets.com,P156891GU392,Hat,1,18,1
retail,237,user466@rockets.com,A609955ID488,Misc,2,4,1
retail,238,user482@rockets.com,F707638VM159,T-shirt,2,39,2.34
retail,239,user203@rockets.com,V506353FW894,T-shirt,4,33,3.96
retail,240,user180@rockets.com,W397570VA849,Hat,2,15,1
retail,241,user213@rockets.com,Q535027WY603,T-shirt,1,29,1
retail,242,user1@rockets.com,H401874RC294,T-shirt,1,33,1
retail,243,user275@rockets.com,F694558ZZ817,Misc,1,6,1
retail,244,user186@rockets.com,W928753LF297,Hat,5,20,3
retail,245,user288@rockets.com,E503654DI629,Misc,8,10,2.4
retail,246,user90@rockets.com,G741393AT655,Misc,9,8,2.16
retail,247,user339@rockets.com,T706836UW150,Jersey,3,101,9.09
retail,248,user415@rockets.com,S907119ZS213,T-shirt,1,41,1.23
retail,249,user91@rockets.com,L149205TN848,Hat,5,18,2.7
retail,250,user491@rockets.com,S554712VJ502,Jersey,4,104,12.48
retail,251,user449@rockets.com,X708420WC634,T-shirt,2,29,1.74
retail,252,user91@rockets.com,L149205TN848,Misc,2,5,1
retail,253,user166@rockets.com,Z390331TP617,Hat,3,18,1.62
retail,254,user109@rockets.com,M974574OZ469,Misc,5,4,1
retail,255,user344@rockets.com,S444750YV672,Hat,5,25,3.75
retail,256,user50@rockets.com,L129953KL623,Misc,5,10,1.5
retail,257,user18@rockets.com,E894194JJ481,Hat,2,22,1.32
retail,258,user391@rockets.com,V110518PE608,Misc,8,9,2.16
retail,259,user62@rockets.com,S783627PA963,T-shirt,4,20,2.4
retail,260,user484@rockets.com,J946227VD735,T-shirt,4,37,4.44
retail,261,user340@rockets.com,Y256725UW887,Hat,4,15,1.8
retail,262,user375@rockets.com,Y197729TC489,Misc,3,4,1
retail,263,user225@rockets.com,X386239BD891,Jersey,4,117,14.04
retail,264,user449@rockets.com,X708420WC634,T-shirt,3,39,3.51
retail,265,user88@rockets.com,H383584PU325,Hat,1,18,1
retail,266,user442@rockets.com,R215083CM379,T-shirt,2,46,2.76
retail,267,user362@rockets.com,D470458LF159,T-shirt,4,39,4.68
retail,268,user312@rockets.com,Z539850EF266,Jersey,2,93,5.58
retail,269,user337@rockets.com,X541085XD621,Misc,3,8,1
retail,270,user229@rockets.com,X825097VR234,Hat,1,15,1
retail,271,user133@rockets.com,N375330RX925,Misc,2,6,1
retail,272,user292@rockets.com,I606545KO883,T-shirt,2,30,1.8
retail,273,user248@rockets.com,K825999AM422,Hat,3,22,1.98
retail,274,user24@rockets.com,G227189LN458,Jersey,1,117,3.51
retail,275,user466@rockets.com,A609955ID488,T-shirt,4,28,3.36
retail,276,user190@rockets.com,C754611AP344,Misc,2,4,1
retail,277,user357@rockets.com,M175557SQ811,Jersey,3,106,9.54
retail,278,user259@rockets.com,H551197BO196,Misc,5,7,1.05
retail,279,user31@rockets.com,V259622SE320,Jersey,2,92,5.52
retail,280,user359@rockets.com,Y764049AD795,Jersey,4,90,10.8
retail,281,user198@rockets.com,R438422RJ221,Hat,4,23,2.76
retail,282,user14@rockets.com,P373717HW469,Hat,5,15,2.25
retail,283,user219@rockets.com,E930749ED723,Jersey,1,111,3.33
retail,284,user96@rockets.com,J444729ZU972,Jersey,1,108,3.24
retail,285,user41@rockets.com,D347504AL662,Misc,6,8,1.44
retail,286,user466@rockets.com,A609955ID488,Misc,4,6,1
retail,287,user255@rockets.com,F519756EV584,Hat,3,23,2.07
retail,288,user398@rockets.com,H575420NP816,T-shirt,3,22,1.98
retail,289,user370@rockets.com,M442194NH368,Hat,2,23,1.38
retail,290,user257@rockets.com,R647549DR972,Misc,9,9,2.43
retail,291,user252@rockets.com,D629995TU489,Hat,2,22,1.32
retail,292,user135@rockets.com,B352564UF355,Hat,1,20,1
retail,293,user42@rockets.com,D882154NT455,Jersey,1,82,2.46
retail,294,user130@rockets.com,M339009TY668,T-shirt,1,49,1.47
retail,295,user494@rockets.com,V923160OR287,T-shirt,2,32,1.92
retail,296,user415@rockets.com,S907119ZS213,Jersey,1,118,3.54
retail,297,user68@rockets.com,P720161DJ889,T-shirt,3,46,4.14
retail,298,user186@rockets.com,W928753LF297,Hat,5,21,3.15
retail,299,user367@rockets.com,R158825WE153,Hat,6,21,3.78
retail,300,user239@rockets.com,E993623SA686,Hat,6,25,4.5
retail,301,user210@rockets.com,J838999JQ278,Hat,6,18,3.24
retail,302,user266@rockets.com,J751332HJ211,Hat,3,21,1.89
retail,303,user1@rockets.com,H401874RC294,Misc,1,3,1
retail,304,user170@rockets.com,A932416LR353,T-shirt,1,45,1.35
retail,305,user403@rockets.com,W288630QO124,Jersey,1,83,2.49
retail,306,user386@rockets.com,R247263ZB858,T-shirt,1,32,1
retail,307,user87@rockets.com,K188892GD211,Misc,9,10,2.7
retail,308,user330@rockets.com,F823136OE569,Misc,3,5,1
retail,309,user327@rockets.com,S833405WE653,Hat,5,19,2.85
retail,310,user327@rockets.com,S833405WE653,T-shirt,3,43,3.87
retail,311,user326@rockets.com,L452536ZY996,T-shirt,1,46,1.38
retail,312,user47@rockets.com,M876252TE216,Hat,6,23,4.14
retail,313,user104@rockets.com,T169550SQ578,T-shirt,1,43,1.29
retail,314,user245@rockets.com,Q145873BC602,Hat,5,25,3.75
retail,315,user112@rockets.com,P361796ZT793,Misc,4,8,1
retail,316,user328@rockets.com,E351175KD120,T-shirt,3,20,1.8
retail,317,user166@rockets.com,Z390331TP617,Jersey,1,90,2.7
retail,318,user202@rockets.com,K775207VA455,Misc,3,9,1
retail,319,user100@rockets.com,M987295IM369,Hat,6,20,3.6
retail,320,user420@rockets.com,E171138KA927,Hat,2,21,1.26
retail,321,user452@rockets.com,Y829995TR371,Hat,3,23,2.07
retail,322,user64@rockets.com,W273844YI573,Misc,1,3,1
retail,323,user469@rockets.com,D687504EF233,Hat,1,17,1
retail,324,user156@rockets.com,X843807OO849,T-shirt,2,40,2.4
retail,325,user101@rockets.com,Q640255YC818,T-shirt,2,39,2.34
retail,326,user122@rockets.com,M339291SQ985,Hat,1,15,1
retail,327,user237@rockets.com,X596709FH278,Misc,8,5,1.2
retail,328,user155@rockets.com,F415502LG304,Hat,2,18,1.08
retail,329,user27@rockets.com,I594731DS112,Hat,6,18,3.24
retail,330,user16@rockets.com,X503455LA294,Misc,1,7,1
retail,331,user213@rockets.com,Q535027WY603,Misc,5,9,1.35
retail,332,user460@rockets.com,I645060FY446,Hat,2,15,1
retail,333,user136@rockets.com,M619200LI510,Misc,3,8,1
retail,334,user435@rockets.com,P687006CX669,Misc,4,6,1
retail,335,user41@rockets.com,D347504AL662,Hat,4,20,2.4
retail,336,user462@rockets.com,I726546OI406,Jersey,1,120,3.6
retail,337,user478@rockets.com,U261147VB888,Misc,7,8,1.68
retail,338,user273@rockets.com,D181726UD604,Misc,8,4,1
retail,339,user90@rockets.com,G741393AT655,T-shirt,4,35,4.2
retail,340,user459@rockets.com,P952353FI210,Hat,5,24,3.6
retail,341,user54@rockets.com,T722392MM844,T-shirt,4,50,6
retail,342,user211@rockets.com,P213828SL543,Jersey,4,114,13.68
retail,343,user355@rockets.com,G148339ZS197,Misc,3,5,1
retail,344,user374@rockets.com,V460396OY930,Misc,4,7,1
retail,345,user483@rockets.com,K780533MO782,T-shirt,4,49,5.88
retail,346,user263@rockets.com,I128830GQ829,Hat,5,17,2.55
retail,347,user147@rockets.com,S160623YM449,Hat,2,22,1.32
retail,348,user251@rockets.com,Q190463AN143,Jersey,1,115,3.45
retail,349,user347@rockets.com,A214283DZ170,Misc,1,10,1
retail,350,user178@rockets.com,J463594PX468,Jersey,1,113,3.39
retail,351,user130@rockets.com,M339009TY668,Jersey,2,87,5.22
retail,352,user153@rockets.com,Q742986WX453,Jersey,2,99,5.94
retail,353,user408@rockets.com,E456240NX963,Hat,5,24,3.6
retail,354,user177@rockets.com,V903222NC325,T-shirt,3,21,1.89
retail,355,user282@rockets.com,C572529UC790,T-shirt,4,39,4.68
retail,356,user271@rockets.com,W627274SO718,Hat,4,16,1.92
retail,357,user236@rockets.com,D245788TU670,Jersey,4,106,12.72
retail,358,user353@rockets.com,U786024EV577,Misc,2,6,1
retail,359,user69@rockets.com,F619526TF989,Hat,5,19,2.85
retail,360,user306@rockets.com,R431588GR708,Hat,6,24,4.32
retail,361,user499@rockets.com,S106326AY299,Hat,4,19,2.28
retail,362,user153@rockets.com,Q742986WX453,T-shirt,1,32,1
retail,363,user321@rockets.com,G604265KU413,T-shirt,1,44,1.32
retail,364,user358@rockets.com,O940758HW427,Misc,9,4,1.08
retail,365,user296@rockets.com,O897953MD111,Misc,6,6,1.08
retail,366,user361@rockets.com,T733222PP319,Jersey,2,109,6.54
retail,367,user322@rockets.com,M956447SN550,T-shirt,4,28,3.36
retail,368,user134@rockets.com,B556370KJ203,T-shirt,3,31,2.79
retail,369,user249@rockets.com,H591417LZ852,Jersey,4,91,10.92
retail,370,user139@rockets.com,E692229UN259,T-shirt,2,38,2.28
retail,371,user384@rockets.com,U506680DM850,Hat,2,17,1.02
retail,372,user283@rockets.com,O853081IT556,Jersey,1,107,3.21
retail,373,user461@rockets.com,I606555WZ863,Hat,6,22,3.96
retail,374,user204@rockets.com,C963320IG363,Hat,6,25,4.5
retail,375,user359@rockets.com,Y764049AD795,Misc,10,4,1.2
retail,376,user334@rockets.com,J245662BF912,Hat,2,22,1.32
retail,377,user475@rockets.com,K931585GH917,T-shirt,4,40,4.8
retail,378,user95@rockets.com,R500365OS856,T-shirt,1,39,1.17
retail,379,user185@rockets.com,P153988GB255,Hat,6,20,3.6
retail,380,user438@rockets.com,D278782HV922,Jersey,1,91,2.73
retail,381,user158@rockets.com,T782150MX429,Misc,4,5,1
retail,382,user173@rockets.com,E562715MA793,T-shirt,2,47,2.82
retail,383,user246@rockets.com,T479335KH851,T-shirt,3,22,1.98
retail,384,user387@rockets.com,E828334ES250,T-shirt,1,44,1.32
retail,385,user497@rockets.com,E256897GU373,T-shirt,3,37,3.33
retail,386,user320@rockets.com,Z509752GX590,Jersey,2,102,6.12
retail,387,user327@rockets.com,S833405WE653,Hat,3,18,1.62
retail,388,user294@rockets.com,H793916WK248,Hat,5,25,3.75
retail,389,user259@rockets.com,H551197BO196,T-shirt,4,37,4.44
retail,390,user66@rockets.com,L692875CJ185,T-shirt,1,40,1.2
retail,391,user7@rockets.com,P423053EU356,Jersey,1,90,2.7
retail,392,user105@rockets.com,G159811BI438,Misc,6,8,1.44
retail,393,user329@rockets.com,W801564HF829,Hat,5,18,2.7
retail,394,user180@rockets.com,W397570VA849,Jersey,4,93,11.16
retail,395,user265@rockets.com,H621528KN599,Misc,4,4,1
retail,396,user416@rockets.com,F379431JF406,Jersey,3,119,10.71
retail,397,user265@rockets.com,H621528KN599,T-shirt,4,21,2.52
retail,398,user440@rockets.com,G245788VS774,Misc,1,3,1
retail,399,user405@rockets.com,S683484BR941,Hat,4,16,1.92
retail,400,user463@rockets.com,T674341BS307,Jersey,1,116,3.48
retail,401,user139@rockets.com,E692229UN259,Misc,2,8,1
retail,402,user254@rockets.com,S288388WL693,Misc,10,4,1.2
retail,403,user463@rockets.com,T674341BS307,Jersey,3,99,8.91
retail,404,user257@rockets.com,R647549DR972,Hat,3,18,1.62
retail,405,user191@rockets.com,N363111KL872,Misc,8,7,1.68
retail,406,user150@rockets.com,C724894UR313,Hat,1,22,1
retail,407,user289@rockets.com,Z904438ZF548,Jersey,3,91,8.19
retail,408,user72@rockets.com,D922888QH288,T-shirt,1,23,1
retail,409,user193@rockets.com,U673743FK544,Jersey,2,107,6.42
retail,410,user208@rockets.com,F778153JX179,Misc,8,8,1.92
retail,411,user178@rockets.com,J463594PX468,Misc,3,7,1
retail,412,user60@rockets.com,U878376RP551,T-shirt,3,43,3.87
retail,413,user338@rockets.com,Y352899KF462,Jersey,2,120,7.2
retail,414,user263@rockets.com,I128830GQ829,T-shirt,4,37,4.44
retail,415,user5@rockets.com,U164886RA607,Jersey,1,83,2.49
